systemId64,x,y,z,allegiance
3515153893731,-115.65625,-63.53125,-80.25,Independent
3515153910107,-104.09375,-116.0625,-23.28125,Independent
3515153910115,-142.375,-66.375,-7.625,Federation
3515153910131,-117.90625,115.375,-12.65625,Independent
3515170654563,-16.4375,-53.3125,-136.40625,Empire
3515170654571,-19.46875,-18.34375,-168.375,Independent
3515170654579,12.875,92.65625,-177.09375,Empire
3515170670939,2.625,-132.46875,-58.375,Independent
3515170670955,9.84375,-9.875,-68.28125,Empire
3515170670963,-39.28125,68.59375,-98.8125,Empire
3515170687323,1.0,-163.53125,43.03125,Independent
3515170687331,-43.75,-34.25,18.5,Federation
3515170687339,-20.125,39.71875,39.3125,Independent
3515187431779,33.71875,-53.375,-112.90625,Empire
3515187431803,74.125,137.4375,-145.25,Empire
3515187448163,26.0,-102.34375,-93.1875,Independent
3515187464539,30.5625,-137.96875,-1.09375,Alliance
3515187464547,58.125,-42.3125,-18.8125,Federation
3515187464555,69.46875,13.6875,45.875,Federation
3515187480939,91.34375,6.46875,77.6875,Federation
3515187480947,58.8125,65.625,66.4375,Independent
3515204209011,140.25,80.625,-165.84375,Empire
3515204225379,111.28125,-83.53125,-80.125,Empire
3515204225395,168.1875,120.0625,-97.5625,Independent
3515204241755,140.5,-117.0625,28.1875,Independent
3515204241779,164.75,68.9375,-19.90625,Independent
3515220986219,194.34375,7.3125,-116.15625,Independent
3515220986227,191.46875,88.96875,-180.625,Empire
3515254557027,357.34375,-74.75,-49.34375,Guardian
3549513615723,-112.1875,36.28125,-106.46875,Independent
3549513632107,-121.25,9.1875,-99.40625,Independent
3549513632115,-76.875,74.53125,-80.375,Federation
3549513648507,-119.53125,139.03125,0.53125,Independent
3549530409307,0.96875,-130.96875,-55.6875,Independent
3549530409315,-22.6875,-61.84375,-30.28125,Independent
3549530409323,-10.6875,18.8125,-83.15625,Independent
3549530425691,-14.46875,-169.625,39.0,Independent
3549530425699,-13.28125,-56.59375,6.90625,Federation
3549530425707,-24.53125,54.25,43.28125,Independent
3549530425715,-7.40625,68.1875,32.40625,Alliance
3549530442099,-2.34375,114.1875,72.25,Federation
3549547170147,19.8125,-67.625,-119.40625,Independent
3549547170155,77.75,15.03125,-151.84375,Independent
3549547170163,71.78125,102.84375,-171.3125,Empire
3549547170171,72.15625,179.8125,-159.90625,Empire
3549547186531,67.15625,-47.0,-68.25,Empire
3549547186539,27.59375,19.625,-61.125,Independent
3549547186547,16.0,102.0,-53.0,Independent
3549547202907,30.34375,-145.40625,-18.59375,Independent
3549547202915,55.40625,-103.4375,51.125,Federation
3549547202923,83.59375,3.53125,14.71875,Federation
3549547202931,23.75,56.03125,-12.4375,Independent
3549547219307,68.625,45.84375,131.53125,Independent
3549547219315,48.78125,65.75,56.28125,Independent
3549563947363,168.375,-49.4375,-123.25,Empire
3549563947379,110.375,113.53125,-144.25,Empire
3549563963747,112.65625,-96.0625,-25.875,Federation
3549563963755,116.3125,17.78125,-99.75,Independent
3549563980131,128.09375,-94.53125,-5.84375,Independent
3549563980147,157.0625,68.0625,21.03125,Independent
3549563996523,110.09375,31.875,112.53125,Federation
3549580724587,186.6875,17.84375,-105.46875,Independent
3549631072611,489.03125,-34.96875,-98.09375,Guardian
3583856609643,-210.09375,-8.3125,32.90625,Independent
3583873370467,-74.53125,-74.71875,-46.6875,Federation
3583873370483,-96.71875,115.5625,-67.0,Federation
3583873386851,-116.65625,-62.3125,-15.9375,Independent
3583873386859,-85.0625,33.1875,-20.21875,Independent
3583873386867,-138.75,113.9375,9.15625,Independent
3583890131307,-58.75,11.53125,-136.875,Independent
3583890147683,-2.875,-41.03125,-54.65625,Independent
3583890147699,-24.59375,116.46875,-101.09375,Independent
3583890164075,-31.6875,18.9375,35.125,Independent
3583890164083,-19.125,87.34375,10.6875,Federation
3583890164091,-55.34375,153.75,9.25,Independent
3583890180467,-7.0625,107.84375,59.0,Independent
3583906908515,56.90625,-27.6875,-158.03125,Independent
3583906908523,77.71875,2.9375,-118.21875,Empire
3583906924907,27.65625,-13.78125,-67.46875,Empire
3583906924915,26.71875,87.125,-41.28125,Empire
3583906924923,57.1875,154.71875,-79.59375,Independent
3583906941275,25.4375,-156.21875,-7.375,Independent
3583906941283,42.5,-103.375,43.0625,Alliance
3583906941299,16.34375,61.25,-23.5,Independent
3583906957691,38.28125,163.71875,74.6875,Independent
3583923685731,163.09375,-58.0,-136.125,Empire
3583923685739,106.21875,37.65625,-127.65625,Independent
3583923685747,108.21875,124.46875,-111.25,Independent
3583923685755,160.25,147.125,-153.9375,Independent
3583923702115,157.3125,-43.125,-77.59375,Empire
3583923702123,129.4375,15.625,-98.125,Empire
3583923702131,158.03125,120.59375,-104.53125,Independent
3583923718499,163.15625,-29.3125,19.40625,Independent
3583923718507,156.96875,8.46875,-2.71875,Independent
3583923718515,159.71875,64.375,10.71875,Independent
3583923734899,135.46875,83.59375,107.78125,Independent
3618216348003,-154.4375,-46.25,49.1875,Independent
3618216348011,-211.21875,-11.0,21.15625,Independent
3618233092467,-121.3125,89.25,-110.6875,Independent
3618233108843,-92.96875,21.53125,-73.8125,Independent
3618233108851,-77.34375,125.5,-64.0625,Federation
3618233125211,-131.0625,-118.1875,27.21875,Independent
3618233125219,-98.40625,-67.25,-14.46875,Federation
3618233125227,-73.0625,-8.25,13.28125,Independent
3618249869675,-40.5625,23.84375,-175.875,Independent
3618249886059,-43.71875,24.90625,-101.59375,Independent
3618249902435,-16.75,-60.0625,19.59375,Independent
3618249902443,-41.53125,46.96875,42.6875,Independent
3618249902451,-8.71875,79.71875,7.0625,Independent
3618249902459,-16.0,139.5625,-23.21875,Federation
3618249918835,-23.625,106.46875,61.0,Independent
3618266646891,74.40625,-1.28125,-131.84375,Empire
3618266646899,62.78125,110.4375,-113.8125,Independent
3618266663267,93.21875,-68.375,-86.0625,Empire
3618266663275,19.25,-1.5625,-64.53125,Independent
3618266663283,23.34375,79.3125,-42.46875,Independent
3618266679643,20.21875,-159.28125,-23.15625,Independent
3618266679651,40.84375,-99.0625,30.03125,Federation
3618266679659,68.71875,41.03125,32.75,Federation
3618266679667,59.5625,75.78125,-0.78125,Federation
3618266679675,76.75,153.9375,53.15625,Independent
3618283424099,172.8125,-63.65625,-172.34375,Empire
3618283424107,111.84375,49.0625,-120.25,Independent
3618283424115,118.125,108.34375,-116.5,Independent
3618283440491,114.0,6.34375,-103.375,Empire
3618283440499,152.25,125.78125,-95.625,Independent
3618283473259,173.6875,-16.4375,57.25,Independent
3618518305123,1293.5625,-48.3125,-175.625,Guardian
233238947004,19.84375,68.375,-68.46875,Empire
233238955196,-58.0,156.0,18.3125,Independent
237529719972,-74.125,-328.78125,-143.96875,Independent
237529719996,-99.125,91.96875,-116.75,Independent
237533914284,17.5625,-138.28125,-54.0625,Independent
237533914300,-3.375,130.53125,-133.15625,Independent
237533922484,-30.09375,-27.1875,69.5625,Alliance
237533922492,-50.65625,67.53125,20.375,Independent
241824687268,-72.25,-338.6875,-152.53125,Independent
241824687292,-130.96875,71.28125,-98.0,Independent
241828881596,-50.875,119.03125,-139.9375,Independent
241828889780,54.1875,26.90625,62.3125,Independent
241828889788,-10.625,84.125,-24.28125,Independent
246119654588,-66.0625,88.78125,-111.4375,Empire
246123848876,4.875,-161.1875,-44.15625,Independent
246123848892,66.125,133.9375,-160.0,Independent
246123857084,-60.84375,56.34375,4.03125,Independent
250418816188,10.40625,59.78125,-80.75,Independent
250418824372,-19.78125,-9.5625,112.6875,Alliance
250962004323,-159.65625,-31.0625,98.96875,Independent
250978699627,-77.1875,-0.3125,-279.46875,Independent
250978732395,-90.125,46.8125,-112.625,Independent
250978748763,-78.71875,-110.25,-103.71875,Independent
250978748795,-87.0,167.875,-48.84375,Independent
250978765147,-107.28125,-109.25,2.96875,Independent
250978781555,-68.0,83.5,79.9375,Alliance
250995493227,-43.4375,7.65625,-190.15625,Independent
250995509611,-29.53125,11.125,-178.25,Independent
250995509619,11.53125,116.84375,-118.625,Independent
250995525955,-24.03125,-393.78125,-85.5,Thargoid
250995525979,-34.875,-144.71875,-78.71875,Independent
250995525987,-17.34375,-33.34375,-88.65625,Independent
250995525995,-7.71875,-3.21875,-86.84375,Empire
250995526003,-16.625,81.0,-32.40625,Independent
250995542363,-62.375,-146.09375,21.4375,Independent
250995542371,-26.78125,-100.09375,-8.53125,Federation
250995542379,-12.34375,51.65625,46.25,Independent
250995542387,-19.5,72.3125,47.9375,Independent
250995542395,11.0625,148.53125,21.5,Independent
250995558763,-8.4375,10.875,129.5625,Federation
250995558771,-0.6875,109.71875,105.03125,Independent
250995575139,5.125,-82.875,149.125,Independent
250995575147,-2.59375,2.25,139.375,Independent
112975668404,-72.125,-61.9375,-171.5625,Independent
112975676596,-113.53125,25.53125,37.03125,Independent
112979854524,87.09375,61.09375,-190.96875,Independent
112979862700,76.53125,-133.84375,-84.9375,Federation
112979862708,-47.125,18.28125,-132.90625,Independent
112979870900,1.84375,-82.9375,6.96875,Independent
112979870908,-47.125,87.5,26.25,Federation
112984057012,181.78125,36.3125,-46.71875,Independent
113489480011,-366.09375,-337.65625,26.5,Independent
113523018083,-152.90625,-76.1875,-49.15625,Independent
113523034475,-147.28125,54.25,12.09375,Independent
113539778883,-86.15625,-356.8125,-165.59375,Independent
113539795291,-92.0,-105.34375,-97.5625,Independent
113539795299,-87.40625,-39.03125,-45.1875,Independent
113539811691,-94.0625,36.40625,45.125,Independent
113539828075,-89.40625,-11.5,128.78125,Independent
113539828083,-71.53125,67.34375,100.375,Alliance
113556556131,-41.15625,-44.03125,-168.5,Empire
113556556147,-54.5625,117.4375,-112.15625,Independent
113556572507,-46.28125,-142.84375,-88.59375,Independent
113556572515,-56.0,-44.28125,-25.125,Independent
113556572523,-24.0,-1.6875,-85.46875,Independent
113556572531,-42.8125,114.8125,-33.15625,Independent
113556588899,-39.0,-87.75,-8.125,Alliance
113556588907,-1.4375,-20.09375,41.1875,Alliance
113556588915,1.96875,79.03125,39.53125,Alliance
113556605291,2.0625,1.28125,55.15625,Alliance
113556605299,3.03125,75.5625,101.09375,Independent
113556605307,9.0625,159.09375,103.5625,Independent
113556621675,14.75,-11.46875,159.09375,Independent
113573316971,47.5625,53.625,-196.40625,Empire
113573316979,82.40625,75.5,-191.6875,Independent
113573333347,29.125,-51.8125,-145.9375,Empire
113573333355,47.28125,53.375,-159.8125,Independent
113573333363,90.5,74.21875,-174.40625,Empire
113573349731,16.96875,-55.15625,-82.5,Empire
113573349739,37.03125,24.71875,-56.5,Independent
113573366107,35.03125,-129.25,-6.6875,Federation
113573366115,29.65625,-35.375,-15.0,Federation
113573366123,70.78125,-8.28125,-19.78125,Independent
113573366131,66.5,61.125,38.0625,Alliance
113573382499,34.65625,-100.375,83.5625,Independent
113573382507,91.3125,-11.03125,82.875,Independent
113573382515,62.5,63.59375,134.0,Independent
113573398883,85.71875,-92.875,157.03125,Alliance
113590094179,116.84375,-30.78125,-257.6875,Empire
113590094187,117.65625,50.21875,-196.90625,Independent
113590110563,131.25,-31.375,-178.59375,Empire
113590110579,142.78125,100.125,-154.96875,Empire
113590126947,118.5625,-56.84375,-86.84375,Empire
113590143331,99.4375,-64.03125,-12.375,Federation
113590143347,162.3125,59.125,42.21875,Independent
113590159715,102.65625,-103.65625,85.625,Independent
113606887787,187.28125,41.625,-153.625,Independent
2931038325099,-76.03125,-11.1875,-123.21875,Independent
2931038341483,-127.375,1.40625,-69.78125,Independent
2931038357859,-130.875,-68.0,12.34375,Independent
2931038357867,-84.4375,-20.28125,36.75,Independent
2931038357875,-143.34375,104.8125,10.375,Independent
2931038374251,-104.59375,-23.5625,93.625,Independent
2931038374259,-99.125,88.6875,86.3125,Alliance
2931055102307,13.5625,-97.15625,-153.625,Empire
2931055118715,-30.96875,174.90625,-73.75,Independent
2931055135067,-28.28125,-158.5,40.46875,Independent
2931055135075,10.53125,-58.5625,40.25,Independent
2931055135083,-62.65625,-22.0,-8.0625,Federation
2931055135099,14.28125,153.9375,-12.15625,Empire
2931055151451,-23.25,-165.78125,72.28125,Independent
2931055151459,-1.78125,-53.78125,70.59375,Alliance
2931055151467,-54.90625,7.5625,97.09375,Alliance
2931055151475,-9.40625,124.0625,83.75,Independent
2931071879523,36.03125,-55.25,-129.3125,Empire
2931071879531,34.15625,45.96875,-114.03125,Independent
2931071879539,80.03125,68.78125,-109.09375,Independent
2931071895907,51.5,-44.53125,-58.25,Empire
2931071895923,71.65625,72.3125,-33.6875,Independent
2931071912283,38.5,-122.46875,1.9375,Federation
2931071912291,39.59375,-25.84375,30.96875,Federation
2931071912299,45.15625,26.96875,12.125,Independent
2931071912307,35.625,123.1875,31.40625,Independent
2931071928691,58.71875,71.03125,114.46875,Independent
2931071928699,75.1875,152.6875,90.25,Independent
2931088656739,164.15625,-29.375,-145.5,Empire
2931088656747,134.5,48.40625,-116.5625,Independent
2931088656755,107.59375,78.625,-156.0,Empire
2931088673131,120.78125,20.875,-73.34375,Empire
2931088673139,99.28125,131.5,-76.25,Independent
2931088689507,120.0625,-48.65625,29.34375,Independent
2931088689515,119.8125,-23.0625,-4.9375,Independent
2931088705899,103.1875,40.71875,103.5,Federation
2931088705907,100.5,84.25,69.0625,Federation
1350473632115,-157.21875,60.71875,81.0625,Independent
1350490376539,-103.75,-116.625,-48.71875,Independent
1350490376547,-123.40625,-102.5625,-32.34375,Independent
1350490376555,-76.78125,52.40625,-31.78125,Independent
1350490376563,-67.78125,104.34375,-56.59375,Independent
1350490392923,-81.625,-147.625,39.40625,Independent
1350490392931,-113.25,-28.34375,16.78125,Independent
1350490409307,-74.0625,-123.03125,121.84375,Independent
1350507121003,-48.5,43.5,-193.59375,Empire
1350507137387,-49.78125,7.53125,-115.34375,Federation
1350507137395,-42.625,82.6875,-146.03125,Independent
1350507153755,-7.71875,-146.84375,-56.71875,Independent
1350507153763,-21.84375,-86.9375,-96.25,Independent
1350507153771,-15.53125,0.46875,-103.875,Independent
1350507153779,-60.59375,85.96875,-65.8125,Empire
1350507170147,-57.53125,-50.21875,8.625,Independent
1350507170155,0.40625,40.84375,40.625,Federation
1350507186539,-34.09375,-8.21875,74.8125,Alliance
1350507202915,3.375,-31.875,150.03125,Independent
1350507202923,-46.84375,15.15625,162.21875,Independent
1350507202931,-23.9375,96.625,153.09375,Independent
1350523898211,46.8125,-73.1875,-185.84375,Empire
1350523898219,72.03125,16.0625,-233.5,Independent
1350523898227,47.125,85.6875,-256.78125,Empire
1350523914587,39.90625,-110.78125,-120.15625,Independent
1350523914611,75.46875,90.625,-142.0,Empire
1350523914619,15.21875,163.3125,-153.0,Independent
1350523930971,27.3125,-158.09375,-25.90625,Federation
1350523930979,73.875,-72.65625,-53.46875,Empire
1350523930987,43.21875,45.03125,-60.9375,Empire
1350523930995,59.25,63.4375,-62.53125,Empire
1350523931003,71.90625,164.46875,-88.40625,Independent
1350523947355,76.3125,-155.25,10.34375,Federation
1350523947363,75.4375,-30.875,2.625,Federation
1350523947371,60.28125,46.40625,23.53125,Independent
1350523963747,64.53125,-38.65625,130.09375,Independent
1350523963755,92.3125,-23.03125,59.875,Federation
1350523963763,48.53125,132.0625,101.9375,Independent
1350523980139,15.375,13.21875,144.6875,Federation
1350540675427,169.59375,-64.90625,-210.5625,Independent
1350540675443,106.34375,100.28125,-207.25,Empire
1350540691819,106.40625,-11.125,-131.0625,Empire
1350540691827,106.34375,95.375,-108.1875,Independent
1350540691835,97.96875,145.6875,-126.78125,Empire
1350540708187,150.75,-110.28125,-34.59375,Independent
1350540724571,116.5625,-130.4375,-1.8125,Independent
1350540724595,116.65625,83.375,-21.21875,Empire
1350540740963,120.4375,-33.1875,94.125,Federation
1350557469035,189.28125,-16.78125,-110.125,Empire
1384833354083,-163.1875,-85.5625,-24.5,Independent
1384833370475,-156.34375,-20.28125,77.21875,Independent
1384850114923,-80.96875,47.90625,-33.5,Independent
1384850114931,-96.875,134.15625,-73.625,Independent
1384850131299,-116.25,-39.3125,28.34375,Federation
1384850131315,-133.375,62.0625,2.5,Independent
1384850131323,-115.46875,143.15625,36.28125,Independent
1384850147683,-117.375,-26.6875,103.46875,Independent
1384850147691,-132.4375,-3.3125,62.625,Federation
1384866859339,-33.0,-327.75,-211.9375,Thargoid
1384866875739,10.34375,-180.8125,-105.84375,Independent
1384866875747,-16.78125,-98.25,-151.71875,Independent
1384866875755,-52.25,22.03125,-178.0,Independent
1384866875763,-28.5625,60.25,-111.6875,Empire
1384866892131,-21.9375,-66.625,-52.15625,Independent
1384866908523,-23.78125,21.9375,48.4375,Alliance
1384866908531,-7.53125,98.53125,-11.03125,Independent
1384866908539,-46.3125,179.90625,46.46875,Independent
1384866924899,-9.8125,-40.4375,107.65625,Independent
1384866924907,7.4375,53.96875,132.875,Federation
1384866924915,-7.90625,76.0,118.4375,Alliance
1384866924923,-16.0,167.1875,78.8125,Federation
1384883636587,90.78125,28.4375,-243.65625,Independent
1384883636595,33.09375,76.53125,-252.1875,Empire
1384883652963,84.71875,-84.75,-155.875,Empire
1384883652971,64.28125,25.1875,-111.4375,Empire
1384883652979,80.78125,84.75,-125.03125,Empire
1384883669347,90.0,-70.3125,-58.65625,Empire
1384883669355,38.1875,45.875,-74.84375,Empire
1384883669363,42.34375,79.0625,-82.28125,Independent
1384883669371,36.0,164.6875,-76.21875,Empire
1384883685739,38.46875,40.46875,29.78125,Federation
1384883685747,42.5,120.21875,24.15625,Independent
1384883685755,65.3125,160.8125,-11.09375,Independent
1384883702115,35.46875,-36.46875,127.375,Independent
1384883702123,77.6875,-24.1875,73.0,Federation
1384900413803,130.28125,-23.1875,-205.59375,Independent
1384900430179,103.0,-97.125,-116.34375,Empire
1384900430187,117.46875,26.78125,-112.4375,Empire
1384900430195,135.3125,111.15625,-122.3125,Independent
1384900430203,115.40625,170.0,-150.0,Empire
1384900446571,147.34375,42.78125,-49.78125,Empire
1384900446579,157.53125,107.59375,-92.90625,Independent
1384900462947,99.40625,-77.8125,48.625,Federation
1384900462955,149.96875,40.875,46.78125,Independent
1384900479331,99.96875,-27.125,77.75,Independent
1384900479339,147.53125,37.84375,82.46875,Independent
1384917207403,200.21875,18.4375,-109.34375,Independent
1419209836875,-83.96875,-334.21875,-146.15625,Independent
1419209853283,-124.1875,-103.0,-25.5625,Independent
1419209853291,-93.3125,52.75,-50.28125,Independent
1419209853299,-96.0625,103.34375,-59.15625,Independent
1419209869667,-127.5,-48.5,29.875,Independent
1419209869675,-119.0625,46.34375,46.6875,Federation
1419209886059,-73.28125,-7.34375,132.375,Independent
1419209886067,-118.46875,96.375,121.9375,Independent
1419226614115,-30.75,-91.96875,-111.21875,Independent
1419226614123,-11.75,22.46875,-108.03125,Empire
1419226630507,-3.21875,0.6875,-50.5625,Independent
1419226630515,-49.40625,127.625,-103.03125,Independent
1419226630523,-32.1875,147.71875,-75.3125,Independent
1419226646875,-6.4375,-129.53125,-15.21875,Federation
1419226646883,-42.84375,-61.90625,-23.6875,Independent
1419226646891,4.5,51.6875,38.75,Alliance
1419226646899,-44.0625,113.75,4.0625,Independent
1419226663267,-63.96875,-64.34375,109.46875,Independent
1419226663275,-52.0625,2.5625,110.4375,Alliance
1419226663283,-10.375,78.125,120.96875,Alliance
1419243391331,78.90625,-42.15625,-114.0,Empire
1419243391339,70.875,24.78125,-134.96875,Independent
1419243391347,19.5625,68.375,-144.4375,Empire
1419243407707,62.46875,-117.125,-40.71875,Independent
1419243407715,94.3125,-71.28125,-61.125,Empire
1419243407723,26.15625,31.625,-52.9375,Independent
1419243424099,43.6875,-86.3125,46.3125,Federation
1419243424107,44.125,50.1875,17.84375,Federation
1419243424115,54.5625,60.34375,-21.0625,Independent
1419243440483,54.125,-28.53125,129.90625,Independent
1419243440491,87.03125,-20.28125,79.59375,Independent
1419260152163,146.6875,-78.46875,-190.15625,Independent
1419260152171,131.0625,-9.78125,-188.59375,Empire
1419260152179,142.34375,110.375,-230.8125,Empire
1419260168547,149.4375,-94.09375,-152.5,Empire
1419260168555,145.1875,53.125,-121.0625,Independent
1419260168563,133.25,115.0,-131.15625,Independent
1419260168571,143.71875,144.625,-131.9375,Independent
1419260184931,168.78125,-72.3125,-68.25,Independent
1419260184939,165.1875,13.71875,-27.03125,Empire
1419260184947,157.875,119.59375,-85.4375,Independent
1419260201307,99.125,-131.875,-8.9375,Independent
1419260201315,149.59375,-68.09375,41.84375,Independent
1419260201323,132.15625,32.90625,51.8125,Independent
3381850378786,-314.34375,-890.34375,-221.71875,Alliance
3382118912714,-171.46875,-62.78125,-74.84375,Independent
3382118945506,-166.9375,70.03125,-58.28125,Independent
3382118978258,-161.03125,-1.46875,-20.21875,Independent
3382119011010,-151.5,-74.1875,39.40625,Independent
3382119011018,-148.65625,-38.9375,45.65625,Independent
3382119011026,-152.90625,-12.6875,21.71875,Independent
3382119011042,-183.875,79.9375,44.75,Independent
3382119043786,-149.6875,-52.28125,84.9375,Independent
3382119043802,-183.21875,16.71875,87.65625,Independent
3382185988802,-107.65625,-78.84375,-120.25,Independent
3382185988818,-136.9375,14.5,-108.625,Independent
3382185988834,-115.15625,89.8125,-116.375,Independent
3382186021586,-141.09375,-1.3125,-72.625,Independent
3382186021594,-120.9375,48.34375,-78.59375,Independent
3382186054346,-121.375,-57.875,-44.59375,Independent
3382186087098,-119.84375,-116.15625,-21.0625,Independent
3382186087106,-144.5,-97.625,1.59375,Independent
3382186087138,-126.625,74.6875,7.8125,Independent
3382186087146,-139.9375,101.90625,-21.21875,Independent
3382186087490,-132.0625,1844.75,-7.4375,Independent
3382186119890,-125.8125,4.875,31.90625,Independent
3382186119898,-107.71875,47.6875,37.71875,Alliance
3382186119906,-124.0,60.8125,48.4375,Alliance
3382186152650,-124.65625,-55.3125,77.8125,Independent
3382186152658,-143.0,4.96875,57.3125,Independent
3382186152666,-134.34375,46.34375,73.625,Independent
3382186152674,-111.625,55.40625,74.5625,Alliance
3382186152682,-116.71875,101.15625,58.5625,Independent
3382186185418,-117.65625,-42.0625,107.78125,Independent
3382186185442,-116.21875,86.03125,115.34375,Federation
3382253097666,-74.03125,-97.09375,-111.875,Independent
3382253097674,-75.96875,-62.65625,-121.40625,Independent
3382253097682,-75.90625,-10.09375,-123.21875,Independent
3382253097698,-86.09375,57.28125,-130.3125,Independent
3382253130426,-95.9375,-111.84375,-72.125,Independent
3382253130442,-79.15625,-54.9375,-77.90625,Independent
3382253130450,-88.375,2.40625,-67.8125,Independent
3382253130458,-96.53125,15.40625,-89.28125,Independent
3382253130482,-80.03125,144.84375,-86.625,Independent
3382253163194,-72.9375,-117.09375,-60.4375,Federation
3382253163210,-104.53125,-55.75,-56.0625,Independent
3382253163226,-92.46875,45.5,-57.0,Independent
3382253163234,-82.46875,61.0,-60.46875,Independent
3382253163242,-98.03125,99.53125,-34.875,Independent
3382253195954,-89.5625,-148.96875,12.15625,Federation
3382253195970,-90.0,-97.25,-10.21875,Federation
3382253195978,-78.21875,-29.09375,-21.40625,Independent
3382253195986,-85.65625,-2.625,-10.375,Independent
3382253196018,-67.40625,150.0625,-7.40625,Independent
3382253228730,-80.0,-118.65625,30.59375,Federation
3382253228738,-97.21875,-83.125,34.875,Independent
3382253228746,-99.84375,-28.1875,27.5625,Federation
3382253228754,-88.90625,-4.6875,26.1875,Independent
3382253228778,-82.90625,112.09375,32.1875,Independent
3382253261530,-101.0625,36.125,68.1875,Independent
3382253294274,-67.0625,-93.15625,107.125,Independent
3382253294282,-67.59375,-40.75,116.15625,Alliance
3382253294290,-66.40625,-17.875,125.0625,Alliance
3382253294298,-95.15625,40.75,117.625,Federation
3382253294314,-67.40625,102.9375,98.78125,Alliance
3382253327050,-91.78125,-48.90625,171.8125,Independent
3382253327058,-74.25,-24.28125,165.0,Federation
3382253327066,-80.375,19.71875,147.59375,Independent
3382320173770,-26.96875,-41.75,-160.09375,Empire
3382320173778,-59.875,-19.3125,-158.53125,Federation
3382320173786,-35.71875,41.59375,-182.625,Empire
3382320206522,-38.28125,-126.15625,-122.28125,Independent
3382320206538,-33.84375,-43.9375,-116.8125,Independent
3382320206562,-51.90625,87.9375,-112.71875,Empire
3382320206570,-40.8125,120.84375,-140.78125,Federation
3382320239290,-32.09375,-130.25,-67.78125,Independent
3382320239330,-47.09375,71.4375,-81.90625,Independent
3382320239338,-30.375,105.5,-88.5,Independent
3382320272058,-47.9375,-126.40625,-41.03125,Independent
3382320272082,-29.9375,10.34375,-45.65625,Federation
3382320272106,-26.21875,128.53125,-55.25,Independent
3382320304818,-46.96875,-151.875,-6.15625,Independent
3382320304834,-63.875,-67.40625,-10.78125,Independent
